"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,,,,,,,,,,,"122","12","279","10","221","16","62","8","138","15"
,,,,,,,,,,,"121","12","281","10","219","16","61","8","136","15"
,,,,,,,,,,,"121","12","280","10","219","16","60","8","137","15"
,,,,,,,,,,,"122","12","281","10","216","16","60","8","140","15"
,,,,,,,,,,,"122","12","284","10","216","16","60","8","141","15"
,,,,,,,,,,,"122","12","282","10","215","16","61","8","142","15"
,,,,,,,,,,,"123","12","283","10","214","16","61","8","143","15"
,,,,,,,,,,,"123","12","281","10","215","16","61","8","140","15"
,,,,,,,,,,,"124","12","281","10","214","16","63","8","143","15"
,,,,,,,,,,,"124","12","281","10","212","16","62","8","142","15"
,,,,,,,,,,,"123","12","282","10","212","16","62","8","141","15"
,,,,,,,,,,,"125","12","282","10","214","16","62","8","144","15"
,,,,,,,,,,,"129","12","280","10","211","16","62","8","144","15"
,,,,,,,,,,,"130","12","276","10","210","16","63","8","142","15"
,,,,,,,,,,,"129","12","278","10","210","16","61","8","138","15"
,,,,,,,,,,,"127","12","277","10","209","16","62","8","136","15"
,,,,,,,,,,,"128","12","277","10","207","16","65","8","136","15"
,,,,,,,,,,,"128","12","278","10","204","16","65","8","133","15"
,,,,,,,,,,,"129","12","281","10","207","16","65","8","132","15"
,,,,,,,,,,,"127","12","283","10","207","16","64","8","133","15"
,,,,,,,,,,,"127","12","286","10","207","16","64","8","133","15"
,,,,,,,,,,,"126","12","285","10","207","16","64","8","133","15"
,,,,,,,,,,,"123","12","284","10","206","16","64","8","136","15"
,,,,,,,,,,,"124","12","288","10","206","16","63","8","136","15"
,,,,,,,,,,,"126","12","288","10","205","16","62","8","136","15"
,,,,,,,,,,,"124","12","284","10","206","16","62","8","137","15"
,,,,,,,,,,,"124","12","282","10","202","16","63","8","137","15"
,,,,,,,,,,,"122","12","285","10","203","16","63","8","139","15"
,,,,,,,,,,,"122","12","282","10","202","16","63","8","141","15"
,,,,,,,,,,,"124","12","283","10","202","16","62","8","143","15"
,,,,,,,,,,,"124","12","282","10","201","16","62","8","142","15"
,,,,,,,,,,,"125","12","280","10","204","16","61","8","142","15"
,,,,,,,,,,,"122","12","276","10","203","16","60","8","141","15"
,,,,,,,,,,,"121","12","274","10","204","15","60","8","142","15"
,,,,,,,,,,,"123","12","276","10","204","15","61","8","142","15"
,,,,,,,,,,,"124","12","274","10","206","15","61","8","138","15"
,,,,,,,,,,,"125","12","275","10","205","15","60","8","136","15"
,,,,,,,,,,,"126","12","272","10","203","15","60","8","137","15"
,,,,,,,,,,,"127","12","271","10","204","15","59","8","136","15"
,,,,,,,,,,,"127","12","269","10","204","15","60","8","136","15"
,,,,,,,,,,,"127","12","268","10","200","15","60","8","135","15"
,,,,,,,,,,,"126","12","268","10","200","15","60","8","135","15"
,,,,,,,,,,,"125","12","266","10","199","15","61","8","135","15"
,,,,,,,,,,,"124","12","265","10","204","15","62","8","136","15"
,,,,,,,,,,,"126","12","265","10","204","15","61","8","133","15"
,,,,,,,,,,,"127","12","262","10","204","15","60","8","132","15"
,,,,,,,,,,,"129","12","265","10","206","15","60","8","132","15"
,,,,,,,,,,,"131","12","264","10","202","15","59","8","134","15"
,,,,,,,,,,,"132","12","263","10","203","15","58","8","134","15"
,,,,,,,,,,,"134","12","258","10","202","15","59","8","134","15"
,,,,,,,,,,,"135","12","255","10","204","15","60","8","135","15"
,,,,,,,,,,,"135","12","256","10","203","15","61","8","134","15"
,,,,,,,,,,,"137","12","257","10","203","15","61","8","135","15"
,,,,,,,,,,,"137","12","259","10","205","15","61","8","134","15"
,,,,,,,,,,,"137","12","256","10","208","15","62","8","136","15"
,,,,,,,,,,,"136","12","257","10","208","15","62","8","136","15"
,,,,,,,,,,,"134","12","260","10","207","15","62","8","136","15"
,,,,,,,,,,,"136","12","262","10","212","15","62","8","136","15"
,,,,,,,,,,,"137","12","261","10","211","15","63","8","136","15"
,,,,,,,,,,,"136","12","260","10","213","15","63","8","135","15"
,,,,,,,,,,,"136","12","262","10","215","15","63","8","135","15"
,,,,,,,,,,,"136","12","260","10","216","15","62","8","135","15"
,,,,,,,,,,,"135","12","262","10","218","15","63","8","134","15"
,,,,,,,,,,,"133","12","262","10","216","15","62","8","132","15"
,,,,,,,,,,,"131","12","263","10","214","15","62","8","132","15"
,,,,,,,,,,,"130","12","268","10","212","15","62","8","130","15"
,,,,,,,,,,,"128","12","268","10","208","15","62","8","133","15"
,,,,,,,,,,,"128","12","270","10","207","15","61","8","135","15"
,,,,,,,,,,,"129","12","269","10","208","15","61","8","136","15"
,,,,,,,,,,,"129","12","272","10","208","15","61","8","136","15"
,,,,,,,,,,,"128","12","273","10","207","15","61","8","137","15"
,,,,,,,,,,,"128","12","272","10","208","15","62","8","135","15"
,,,,,,,,,,,"124","12","274","10","207","15","63","8","135","15"
,,,,,,,,,,,"119","12","275","10","206","15","60","8","132","15"
,,,,,,,,,,,"119","12","273","10","206","15","59","8","131","15"
,,,,,,,,,,,"118","12","271","10","204","15","60","8","131","15"
,,,,,,,,,,,"117","12","270","10","204","15","59","8","130","15"
,,,,,,,,,,,"116","12","273","10","205","15","58","8","130","15"
,,,,,,,,,,,"116","12","269","10","206","15","58","8","132","15"
,,,,,,,,,,,"116","12","266","10","205","15","58","8","132","15"
,,,,,,,,,,,"115","12","263","10","205","15","58","8","131","15"
,,,,,,,,,,,"116","12","262","10","206","15","58","8","132","15"
,,,,,,,,,,,"117","12","261","10","207","15","59","8","133","15"
,,,,,,,,,,,"118","12","261","10","203","15","57","8","132","15"
,,,,,,,,,,,"118","12","260","10","205","15","56","8","132","15"
,,,,,,,,,,,"115","12","257","10","203","15","56","8","135","15"
,,,,,,,,,,,"115","12","257","10","203","15","57","8","135","15"
,,,,,,,,,,,"116","12","258","10","201","15","57","8","136","15"
,,,,,,,,,,,"116","12","258","10","198","15","58","8","135","15"
,,,,,,,,,,,"118","12","263","10","198","15","59","8","135","15"
,,,,,,,,,,,"115","12","263","10","197","15","59","8","135","15"
,,,,,,,,,,,"114","12","265","10","198","15","60","8","136","15"
,,,,,,,,,,,"115","12","267","10","198","15","61","8","135","15"
,,,,,,,,,,,"118","12","265","10","199","15","60","8","133","15"
,,,,,,,,,,,"118","12","264","10","200","15","60","8","132","15"
,,,,,,,,,,,"118","12","260","10","203","15","59","8","132","15"
,,,,,,,,,,,"117","12","259","10","203","15","59","8","134","15"
,,,,,,,,,,,"117","12","259","10","202","15","59","8","132","15"
,,,,,,,,,,,"118","12","256","10","203","15","61","8","131","15"
,,,,,,,,,,,"117","12","256","10","206","15","60","8","130","15"
,,,,,,,,,,,"117","12","258","10","204","15","60","8","129","15"
,,,,,,,,,,,"116","12","259","10","203","15","58","8","129","15"
,,,,,,,,,,,"117","12","257","10","203","15","57","8","131","15"
,,,,,,,,,,,"118","12","257","9","204","15","56","8","132","15"
,,,,,,,,,,,"118","12","256","9","205","15","57","8","129","15"
,,,,,,,,,,,"119","12","256","9","206","15","58","8","127","15"
,,,,,,,,,,,"118","12","256","9","204","15","57","8","128","15"
,,,,,,,,,,,"120","12","258","9","207","15","57","8","129","15"
,,,,,,,,,,,"121","12","260","9","207","15","57","8","130","15"
,,,,,,,,,,,"121","12","261","9","209","15","56","8","129","15"
,,,,,,,,,,,"120","12","263","9","209","15","56","8","130","15"
,,,,,,,,,,,"121","12","263","9","210","15","55","8","129","15"
,,,,,,,,,,,"122","12","262","9","210","15","56","8","130","15"
,,,,,,,,,,,"121","12","263","9","209","15","54","8","130","15"
,,,,,,,,,,,"122","12","262","9","211","15","55","8","130","15"
,,,,,,,,,,,"122","12","262","9","214","15","55","8","130","15"
,,,,,,,,,,,"121","12","261","9","215","15","55","8","129","15"
,,,,,,,,,,,"121","12","262","9","217","15","54","8","131","15"
,,,,,,,,,,,"122","12","262","9","215","15","55","8","130","15"
,,,,,,,,,,,"120","12","261","9","215","15","55","8","130","15"
,,,,,,,,,,,"120","12","261","9","213","15","55","8","129","15"
,,,,,,,,,,,"121","12","262","9","213","15","55","8","130","15"
,,,,,,,,,,,"120","12","261","9","214","15","55","8","130","15"
,,,,,,,,,,,"121","12","260","9","215","15","56","8","128","15"
,,,,,,,,,,,"122","12","257","9","214","15","56","8","127","15"
,,,,,,,,,,,"124","12","255","9","216","15","56","8","126","15"
,,,,,,,,,,,"123","12","256","9","218","15","57","8","125","15"
,,,,,,,,,,,"123","12","254","9","217","15","57","8","125","15"
,,,,,,,,,,,"121","12","253","9","216","15","59","8","124","15"
,,,,,,,,,,,"118","12","253","9","216","15","60","8","124","15"
,,,,,,,,,,,"118","12","253","9","218","15","60","8","129","15"
,,,,,,,,,,,"119","12","254","9","218","15","60","8","129","15"
,,,,,,,,,,,"118","12","256","9","220","15","60","8","127","15"
,,,,,,,,,,,"116","12","254","9","222","15","60","8","127","15"
,,,,,,,,,,,"115","12","254","9","221","15","60","8","127","15"
,,,,,,,,,,,"113","12","259","9","220","15","59","8","127","15"
,,,,,,,,,,,"117","12","258","9","222","15","58","8","128","15"
,,,,,,,,,,,"115","12","258","9","219","15","56","8","128","15"
,,,,,,,,,,,"114","12","259","9","219","15","56","8","129","15"
,,,,,,,,,,,"115","12","257","9","218","15","56","8","131","15"
,,,,,,,,,,,"114","12","255","9","219","15","54","8","132","15"
,,,,,,,,,,,"115","12","254","9","218","15","53","8","133","15"
,,,,,,,,,,,"116","12","254","9","218","15","53","8","130","15"
,,,,,,,,,,,"117","12","254","9","220","15","53","8","132","15"
,,,,,,,,,,,"116","12","255","9","218","15","53","8","132","15"
,,,,,,,,,,,"116","12","256","9","218","15","51","8","131","15"
,,,,,,,,,,,"118","12","256","9","217","15","51","8","130","15"
,,,,,,,,,,,"120","12","256","9","218","15","51","8","131","15"
,,,,,,,,,,,"118","12","257","9","214","15","50","8","132","15"
,,,,,,,,,,,"117","12","259","9","214","15","52","8","130","15"
,,,,,,,,,,,"118","12","259","9","214","15","51","8","129","15"
,,,,,,,,,,,"118","12","257","9","212","15","50","8","130","15"
,,,,,,,,,,,"116","12","260","9","212","15","50","8","132","15"
,,,,,,,,,,,"117","12","259","9","210","15","49","8","129","15"
,,,,,,,,,,,"118","12","260","9","214","15","49","8","129","15"
,,,,,,,,,,,"120","12","259","9","215","15","50","8","126","15"
,,,,,,,,,,,"118","12","260","9","215","15","50","8","126","15"
,,,,,,,,,,,"118","12","261","9","213","15","50","8","128","15"
,,,,,,,,,,,"117","12","263","9","214","15","50","8","129","15"
,,,,,,,,,,,"118","12","264","9","213","15","51","8","129","15"
,,,,,,,,,,,"117","12","262","9","211","15","51","8","131","15"
,,,,,,,,,,,"119","12","264","9","209","15","52","8","131","15"
,,,,,,,,,,,"119","12","266","9","212","15","51","8","129","15"
,,,,,,,,,,,"119","12","271","9","211","15","51","8","129","15"
,,,,,,,,,,,"122","12","271","9","211","15","50","8","129","15"
,,,,,,,,,,,"123","12","274","9","209","15","50","8","125","15"
,,,,,,,,,,,"124","12","274","9","212","15","50","8","124","15"
,,,,,,,,,,,"125","12","273","9","214","15","49","8","126","15"
,,,,,,,,,,,"125","12","271","9","217","15","49","8","126","15"
,,,,,,,,,,,"124","12","270","9","214","15","49","8","126","15"
,,,,,,,,,,,"124","12","273","9","214","15","47","8","127","15"
,,,,,,,,,,,"125","12","273","9","216","15","47","8","127","15"
,,,,,,,,,,,"124","12","274","9","216","15","48","8","128","15"
,,,,,,,,,,,"124","12","274","9","217","15","47","8","128","15"
,,,,,,,,,,,"124","12","276","9","216","15","47","8","130","15"
,,,,,,,,,,,"125","12","277","9","216","15","47","8","128","15"
,,,,,,,,,,,"125","12","276","9","215","15","44","8","131","15"
,,,,,,,,,,,"126","12","275","9","215","15","43","8","132","15"
,,,,,,,,,,,"126","12","273","9","218","15","44","8","129","15"
,,,,,,,,,,,"128","12","271","9","218","15","44","8","130","15"
,,,,,,,,,,,"128","12","271","9","217","15","43","8","129","15"
,,,,,,,,,,,"126","12","269","9","217","15","43","8","131","15"
,,,,,,,,,,,"127","12","271","9","220","15","43","8","131","15"
,,,,,,,,,,,"124","12","274","9","222","15","43","8","132","15"
,,,,,,,,,,,"125","12","272","9","223","15","42","8","130","15"
,,,,,,,,,,,"125","12","273","9","224","15","42","8","131","15"
,,,,,,,,,,,"124","12","273","9","223","15","42","8","130","15"
,,,,,,,,,,,"123","12","274","9","222","15","42","8","129","15"
,,,,,,,,,,,"122","12","272","9","223","15","40","8","127","15"
,,,,,,,,,,,"121","12","273","9","223","15","40","8","124","15"
,,,,,,,,,,,"119","12","272","9","225","15","40","8","125","15"
,,,,,,,,,,,"120","12","271","9","225","15","40","8","126","15"
,,,,,,,,,,,"120","12","267","9","227","15","39","8","126","15"
,,,,,,,,,,,"122","12","269","9","226","15","39","8","127","15"
,,,,,,,,,,,"120","12","269","9","224","15","39","8","127","15"
,,,,,,,,,,,"120","12","271","9","224","15","40","8","128","15"
,,,,,,,,,,,"121","12","269","9","223","15","40","8","129","15"
,,,,,,,,,,,"122","12","272","9","222","15","40","8","130","15"
,,,,,,,,,,,"119","12","274","9","220","15","41","8","130","15"
,,,,,,,,,,,"119","12","278","9","220","15","41","8","128","15"
,,,,,,,,,,,"120","12","278","9","218","15","41","8","128","15"
,,,,,,,,,,,"119","12","275","9","220","15","41","8","128","15"
,,,,,,,,,,,"119","12","276","9","220","15","42","8","128","15"
,,,,,,,,,,,"119","12","275","9","218","15","42","8","133","15"
,,,,,,,,,,,"119","12","274","9","218","15","42","8","132","15"
,,,,,,,,,,,"119","12","272","9","220","15","41","8","133","15"
,,,,,,,,,,,"117","12","270","9","219","15","41","8","133","15"
,,,,,,,,,,,"117","12","270","9","219","15","41","8","131","15"
,,,,,,,,,,,"116","12","270","9","217","15","40","8","131","15"
,,,,,,,,,,,"115","12","269","9","217","15","40","8","132","15"
,,,,,,,,,,,"113","12","268","9","217","15","41","8","133","15"
,,,,,,,,,,,"115","12","267","9","219","15","41","8","134","15"
,,,,,,,,,,,"115","12","269","9","222","15","40","8","135","15"
,,,,,,,,,,,"115","12","268","9","223","15","40","8","133","15"
,,,,,,,,,,,"116","12","267","9","224","15","38","8","134","15"
,,,,,,,,,,,"116","12","266","9","223","15","38","8","132","15"
,,,,,,,,,,,"117","12","267","9","227","15","38","8","132","15"
,,,,,,,,,,,"117","12","265","9","227","15","38","8","132","15"
,,,,,,,,,,,"118","12","268","9","227","15","38","8","132","15"
,,,,,,,,,,,"119","12","268","9","228","15","36","8","132","15"
,,,,,,,,,,,"120","12","270","9","229","15","37","8","133","15"
,,,,,,,,,,,"118","12","270","9","229","15","36","8","133","15"
,,,,,,,,,,,"119","12","270","9","229","15","36","8","133","15"
,,,,,,,,,,,"119","12","269","9","232","15","37","8","132","15"
,,,,,,,,,,,"119","12","267","9","230","15","37","8","131","15"
,,,,,,,,,,,"116","12","266","9","229","15","37","8","132","15"
,,,,,,,,,,,"116","12","260","9","229","15","36","8","132","15"
,,,,,,,,,,,"116","12","262","9","230","15","37","8","133","15"
,,,,,,,,,,,"116","12","260","9","229","15","37","8","135","15"
,,,,,,,,,,,"116","12","258","9","229","15","37","8","136","15"
,,,,,,,,,,,"116","12","257","9","226","15","37","8","139","15"
,,,,,,,,,,,"115","12","258","9","225","15","37","8","140","15"
,,,,,,,,,,,"117","12","258","9","221","15","38","8","141","15"
,,,,,,,,,,,"118","12","257","9","220","15","38","8","141","15"
,,,,,,,,,,,"121","12","258","9","219","15","38","8","141","15"
,,,,,,,,,,,"121","12","261","9","218","15","38","8","140","15"
,,,,,,,,,,,"122","12","260","9","219","15","37","8","141","15"
,,,,,,,,,,,"122","12","260","9","218","15","37","8","141","15"
,,,,,,,,,,,"120","12","262","9","214","15","37","8","138","15"
,,,,,,,,,,,"118","12","262","9","217","15","37","8","138","15"
,,,,,,,,,,,"119","12","260","9","220","15","36","8","137","15"
,,,,,,,,,,,"120","12","261","9","223","15","36","8","138","15"
,,,,,,,,,,,"120","12","263","9","220","15","37","8","140","15"
,,,,,,,,,,,"120","12","266","9","222","15","37","8","140","15"
,,,,,,,,,,,"121","12","266","9","221","15","36","8","143","15"
,,,,,,,,,,,"119","12","265","9","218","15","36","8","143","15"
,,,,,,,,,,,"117","12","265","9","222","15","36","8","142","15"
,,,,,,,,,,,"118","12","265","9","220","15","36","8","141","15"
,,,,,,,,,,,"118","12","265","9","222","15","36","8","140","15"
,,,,,,,,,,,"119","12","265","9","224","15","36","8","137","15"
,,,,,,,,,,,"119","12","266","9","222","15","35","8","135","15"
,,,,,,,,,,,"120","12","267","9","221","15","36","8","136","15"
,,,,,,,,,,,"119","12","267","9","222","15","35","8","134","15"
,,,,,,,,,,,"119","12","264","9","222","15","35","8","135","15"
,,,,,,,,,,,"116","12","264","9","222","15","35","8","135","15"
,,,,,,,,,,,"116","12","261","9","221","15","35","8","135","15"
,,,,,,,,,,,"118","12","262","9","223","15","35","8","134","15"
,,,,,,,,,,,"117","12","263","9","222","15","35","8","136","15"
,,,,,,,,,,,"117","12","263","9","223","15","34","8","137","15"
,,,,,,,,,,,"116","12","262","9","223","15","34","8","136","15"
,,,,,,,,,,,"116","12","262","9","222","15","35","8","137","15"
,,,,,,,,,,,"116","12","261","9","223","15","36","8","136","15"
,,,,,,,,,,,"117","12","259","9","222","15","35","8","138","15"
,,,,,,,,,,,"117","12","256","9","220","15","35","8","142","15"
,,,,,,,,,,,"118","12","255","9","219","15","36","8","142","15"
,,,,,,,,,,,"117","12","251","9","219","15","36","8","142","15"
,,,,,,,,,,,"119","12","252","9","218","15","36","8","143","15"
,,,,,,,,,,,"120","12","251","9","218","15","36","8","141","15"
,,,,,,,,,,,"119","12","251","9","219","15","36","8","141","15"
,,,,,,,,,,,"119","12","250","9","218","15","36","8","139","15"
,,,,,,,,,,,"119","12","251","9","218","15","36","8","138","15"
,,,,,,,,,,,"116","12","250","9","219","15","37","8","138","15"
,,,,,,,,,,,"116","12","251","9","219","15","37","8","139","15"
,,,,,,,,,,,"119","12","252","9","218","15","36","8","139","15"
,,,,,,,,,,,"120","12","250","9","219","15","36","8","140","15"
,,,,,,,,,,,"120","12","247","9","222","15","36","8","141","15"
,,,,,,,,,,,"120","12","245","9","221","15","36","8","141","15"
,,,,,,,,,,,"119","12","245","9","221","15","36","8","142","15"
,,,,,,,,,,,"119","12","246","9","222","15","36","8","141","15"
,,,,,,,,,,,"119","12","245","9","221","15","36","8","142","15"
,,,,,,,,,,,"120","12","245","9","221","15","37","8","143","15"
,,,,,,,,,,,"120","12","244","9","214","15","37","8","143","15"
,,,,,,,,,,,"121","12","241","9","215","15","39","8","142","15"
,,,,,,,,,,,"123","12","239","9","215","15","39","8","142","15"
,,,,,,,,,,,"122","12","240","9","216","15","39","8","144","15"
,,,,,,,,,,,"123","12","237","9","218","15","39","8","144","15"
,,,,,,,,,,,"123","12","235","9","218","15","40","8","144","15"
